cg0   ms1    t125                20.1           0.149721        0.0310827      0.0008630820.000899662        20       0
cg0   ms1    t126                20.1           0.108422        0.0301616      0.0007749620.000872517        20       0
cg0   ms1    t127                20.1           0.137815        0.0401044      0.000855005 0.00090179        20       0
cg0   ms1    t128                20.1           0.166522        0.0327124      0.0007424020.000884981        20       0
cg0   ms1    t129                20.1           0.134514        0.0305003      0.000817427 0.00085544        20       0
cg0   ms1    t130                20.1           0.167032        0.0439188      0.0008943350.000923411        20       0
cg0   ms1    t131                20.1            0.14274        0.0411897       0.000901710.000972767        20       0
cg0   ms1    t132                20.1           0.140636        0.0266533      0.0008009480.000793711        20       0
cg0   ms1    t133                20.1           0.145647        0.0395171      0.0007157840.000721689        20       0
cg0   ms1    t134                20.1            0.15517        0.0327678      0.0008483460.000842804        20       0
cg0   ms1    t135                20.1           0.130033        0.0325529      0.0009007790.000912057        20       0
cg0   ms1    t136                20.1           0.144042        0.0560905      0.0006466350.000772235        20       0
cg0   ms1    t137                20.1           0.118351        0.0301552      0.0008300460.000831092        20       0
cg0   ms1    t138                20.1             0.1424         0.028258      0.0008115270.000987053        20       0
cg0   ms1    t139                20.1           0.159435        0.0472318      0.0007011620.000734398        20       0
cg0   ms1    t140                20.1           0.166759        0.0263738      0.0007275810.000769084        20       0
cg0   ms1    t141                20.1            23.5596        0.0307887        0.0376647 0.00567573        22       2
cg0   ms1    t142                20.1          0.0925669        0.0360474       0.000884270.000886339        20       0
cg0   ms1    t143                20.1           0.118611        0.0357284      0.000938249  0.0010435        20       0
cg0   ms1    t144                20.1            1.33406         0.837145       0.00601143  0.0169479        20       0
cg0   ms1    t145                20.1           0.148301        0.0448889       0.000745660.000783071        20       0
cg0   ms1    t146                20.1           0.107146        0.0263208      0.0008885750.000904517        20       0
cg0   ms1    t147                20.1           0.125946        0.0305057      0.0008770420.000905575        20       0
cg0   ms1    t148                20.1            1.36727           1.0454       0.00711426  0.0191046        20       0
cg0   ms1    t149                20.1           0.175486         0.037538      0.0008150510.000882707        20       0
cg0   ms1    t150                20.1             0.1444        0.0297524      0.0007000720.000663043        20       0
cg0   ms1    t151                20.1           0.169502        0.0665013      0.0007768660.000820818        20       0
cg0   ms1    t152                20.1           0.114365        0.0297251      0.0006391710.000701826        20       0
cg0   ms1    t153                20.1           0.118164        0.0352777      0.0007691330.000790459        20       0
cg0   ms1    t154                20.1            0.15049        0.0440276      0.0007970730.000785142        20       0
cg0   ms1    t155                20.1           0.128888        0.0292637      0.0008459590.000886991        20       0
cg0   ms1    t156                20.1            40.8656        0.0268737         0.191427  0.0752324        24       4
cg0   ms1    t157                20.1            1.79051        0.0651339        0.0034115 0.00438147        20       0
cg0   ms1    t158                20.1            32.7594        0.0216428         0.269221   0.175101        20       0
cg0   ms1    t159                20.1           0.174228        0.0326344      0.0008036550.000810977        20       0
cg0   ms1    t160                20.1           0.151111        0.0331336      0.0007520350.000835824        20       0
cg0   ms1    t161                20.1           0.141093         0.030439      0.0007995080.000875006        20       0
cg0   ms1    t162                20.1            0.15742        0.0299635      0.0007749970.000876281        20       0
cg0   ms1    t163                20.1           0.190894        0.0689131       0.00114275 0.00113839        20       0
cg0   ms1    t164                20.1           0.129169        0.0373076      0.0007298610.000812901        20       0
cg0   ms1    t165                20.1           0.142893        0.0264636       0.000693690.000725629        20       0
cg0   ms1    t166                20.1           0.240496        0.0351355      0.0008413190.000847082        20       0
cg0   ms1    t167                20.1           0.130181        0.0299115      0.0007656870.000790112        20       0
cg0   ms1    t168                20.1           0.197387        0.0286401      0.0008163760.000846841        20       0
cg0   ms1    t169                20.1           0.113929        0.0485441      0.0009040080.000951496        20       0
cg0   ms1    t170                20.1           0.132713        0.0244021      0.0007190640.000725067        20       0
cg0   ms1    t171                20.1           0.140612        0.0297909      0.0008122150.000819965        20       0
cg0   ms1    t172                20.1                  0                0         1.42E-14   1.42E-14        20       0
cg0   ms1    t173                20.1            0.11745        0.0253808      0.0009054340.000899444        20       0
cg0   ms1    t174                20.1          0.0730417        0.0279007      0.0007426970.000769582        20       0
cg0   ms1    t175                20.1          0.0194335       0.00510061      0.0001987230.000195928        20       0
cg0   ms1    t176                20.1          0.0765135        0.0465523      0.0008391990.000837352        20       0
cg0   ms1    t177                20.1            0.11745        0.0268702      0.0009054340.000899444        20       0
cg0   ms1    t178                20.1                  0                0         1.42E-14   1.42E-14        20       0
cg0   ms1    t179                20.1            0.11745        0.0271257      0.0007277680.000726512        20       0
cg0   ms1    t180                20.1          0.0723443        0.0465523      0.0008391990.000837352        20       0
cg0   ms1    t181                20.1          0.0178764       0.00510061      0.0001987230.000195928        20       0
cg0   ms1    t182                20.1          0.0730417        0.0279007      0.0007236180.000769582        20       0
cg0   ms1    t183                20.1           0.067837        0.0253808      0.0007482810.000747005        20       0
cg0   ms1    t184                20.1           0.152067        0.0340737      0.0007566380.000756726        20       0
cg0   ms1    t185                20.1           0.150564         0.028532      0.000755194 0.00081219        20       0
cg0   ms1    t186                20.1           0.122469        0.0341986       0.000930520.000969241        20       0
cg0   ms1    t187                20.1           0.181217        0.0365238      0.0005295610.000581711        20       0
cg0   ms1    t188                20.1           0.228263        0.0357279       0.00108312 0.00155133        20       0
cg0   ms1    t189                20.1           0.129892        0.0267334       0.000778150.000771761        20       0
cg0   ms1    t190                20.1           0.121611        0.0300393      0.0008296480.000823083        20       0
cg0   ms1    t191                20.1           0.139409        0.0284623      0.0007836030.000825198        20       0
cg0   ms1    t192                20.1           0.119381        0.0286785      0.0008465210.000836834        20       0
cg0   ms1    t193                20.1              0.122        0.0548058      0.0008703320.000965182        20       0
cg0   ms1    t194                20.1           0.223901          0.02654      0.0007376460.000747231        20       0
cg0   ms1    t195                20.1           0.151258        0.0299762      0.0008130990.000851156        20       0
cg0   ms1    t196                20.1            1.87242          0.03126       0.00944573  0.0190292        20       0
cg0   ms1    t197                20.1           0.163139        0.0276541      0.0008178380.000932526        20       0
cg0   ms1    t198                20.1            0.17314        0.0334457        0.00080730.000883877        20       0
cg0   ms1    t199                20.1            32.2664        0.0328075         0.306555   0.257941        20       0
cg0   ms1    t200                20.1           0.119234        0.0305506      0.0006559530.000689972        20       0
cg0   ms1    t201                20.1           0.167774        0.0286109      0.0007478040.000758338        20       0
cg0   ms1    t202                20.1           0.209128        0.0361369      0.0007426320.000936506        20       0
cg0   ms1    t203                20.1           0.159206        0.0315398       0.00078226 0.00082049        20       0
cg0   ms1    t204                20.1           0.131017        0.0264868        0.00071660.000827997        20       0
cg0   ms1    t205                20.1           0.120216        0.0306431       0.000747430.000784737        20       0
cg0   ms1    t206                20.1           0.120981        0.0248898      0.0006759930.000679147        20       0
cg0   ms1    t207                20.1           0.129929        0.0304999      0.0006833350.000680161        20       0
cg0   ms1    t208                20.1           0.405387         0.171557       0.00123197 0.00299526        20       0
cg0   ms1    t209                20.1           0.156155        0.0308312      0.0008239630.000826342        20       0
cg0   ms1    t210                20.1           0.388685         0.026827       0.00124885 0.00164186        20       0
cg0   ms1    t211                20.1           0.118748        0.0422106      0.0006536980.000740008        20       0
cg0   ms1    t212                20.1           0.137026        0.0279074      0.0006505510.000705576        20       0
cg0   ms1    t213                20.1           0.120112        0.0263223      0.0006617610.000669861        20       0
cg0   ms1    t214                20.1          0.0903427        0.0359434      0.0008507590.000849389        20       0
cg0   ms1    t215                20.1            56.6996        0.0351324         0.223821   0.256954        22       2
cg0   ms1    t216                20.1          0.0980918         0.027725      0.0009272980.000993826        20       0
cg0   ms1    t217                20.1           0.150816        0.0264121      0.0006943090.000695258        20       0
cg0   ms1    t218                20.1            6.35189         0.021289        0.0200805  0.0316605        20       0
cg0   ms1    t219                20.1           0.105969        0.0294989      0.0005363850.000554015        20       0
cg0   ms1    t220                20.1           0.119073        0.0274448      0.0008040740.000833009        20       0
cg0   ms1    t221                20.1            41.1674          0.85573           0.2989   0.235856        22       2
cg0   ms1    t222                20.1          0.0921756        0.0312953      0.0007210680.000720644        20       0
cg0   ms1    t223                20.1           0.134677        0.0335893      0.0007455050.000751916        20       0
cg0   ms1    t224                20.1           0.173292        0.0341047      0.0007571360.000788884        20       0
cg0   ms1    t225                20.1           0.106364        0.0297482      0.0006973690.000736321        20       0
cg0   ms1    t226                20.1           0.129539        0.0355825        0.00079840.000816547        20       0
cg0   ms1    t227                20.1           0.112382        0.0324419      0.0007065950.000713161        20       0
cg0   ms1    t228                20.1           0.139377        0.0288813      0.000766996 0.00083946        20       0
cg0   ms1    t230                20.1           0.158117        0.0339818      0.0007196920.000699711        20       0
cg0   ms1    t231                20.1            1.75048         0.432763       0.00946526 0.00949491        20       0
cg0   ms1    t232                20.1           0.152257         0.029668      0.0007406710.000749396        20       0
cg0   ms1    t233                20.1           0.144942         0.029302      0.0007773090.000757511        20       0
cg0   ms1    t234                20.1           0.197788        0.0361678      0.0008220990.000836526        20       0
cg0   ms1    t235                20.1           0.182043         0.035754      0.0007834390.000803877        20       0
cg0   ms1    t236                20.1           0.176725        0.0294081      0.0008041070.000808181        20       0
cg0   ms1    t237                20.1           0.172794        0.0310455       0.000723150.000753105        20       0
cg0   ms1    t238                20.1           0.106444        0.0332122      0.000742297 0.00079489        20       0
cg0   ms1    t239                20.1           0.127369        0.0311376      0.0007323620.000718274        20       0
cg0   ms1    t240                20.1           0.139871        0.0308455      0.0007362460.000754604        20       0
cg0   ms1    t241                20.1           0.122112        0.0386392      0.0008301550.000824194        20       0
cg0   ms1    t242                20.1           0.114812        0.0311618      0.0006562590.000671099        20       0
cg0   ms1    t243                20.1           0.138967        0.0290332      0.0007061560.000746136        20       0
